CODUSU,NRO_HOGAR,NIVEL_ED,CH03,CH04,CH06,CH07,PP04A,CAT_OCUP,INTENSI,PP3E_TOT,CATEGORIA,CALIFICACION,P21
TQRMNOSPQHKOLQCDEIIAD00655717,1,Superior universitaria completa,Jefe/a,Varon,56,casado?,...estatal,Obrero o empleado,Sobreocupado,48,"Directivos de organismos, empresas e instituciones estatales",Profesionales,150000
TQRMNOSPQHKOLQCDEIIAD00655717,1,Superior universitaria completa,Conyuge / Pareja,Mujer,55,casado?,...privada,Cuenta propia,Sobreocupado,40,Ocupaciones de la salud y sanidad,Profesionales,50000
TQRMNORQQHMLLPCDEIJAH00633879,1,Secundaria incompleta,Jefe/a,Mujer,66,viudo/a?,...privada,Obrero o empleado,Ocupado pleno,11,Ocupaciones de la producción industrial y artesanal,Operativos,1600
TQRMNOSSPHKLLLCDEIJAH00655861,1,Superior universitaria completa,Jefe/a,Varon,55,casado?,...privada,Obrero o empleado,Ocupado pleno,30,Ocupaciones de la salud y sanidad,Profesionales,120000
TQRMNOQPWHMMRSCDEIJAH00633694,1,Secundaria completa,Jefe/a,Mujer,56,casado?,...privada,Obrero o empleado,Ocupado pleno,45,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,21000
TQRMNOQPWHMMRSCDEIJAH00633694,1,Secundaria completa,Conyuge / Pareja,Varon,60,casado?,...privada,Obrero o empleado,Ocupado pleno,45,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,40000
TQRMNOQPWHMMRSCDEIJAH00633694,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Varon,24,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la educación,Técnicos,-9
TQRMNORWRHLOONCDEIJAH00638980,1,Primaria completa,Jefe/a,Varon,45,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,35,Ocupaciones de la producción industrial y artesanal,Operativos,20000
TQRMNORWQHKMPRCDEIJAH00656405,1,Superior universitaria incompleta,Jefe/a,Varon,36,unido?,...privada,Cuenta propia,Sobreocupado,60,Ocupaciones de la reparación de bienes de consumo,Operativos,-9
TQRMNORWQHKMPRCDEIJAH00656405,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,30,unido?,...privada,Cuenta propia,Sobreocupado,84,Ocupaciones de la comercialización directa,Operativos,-9
TQRMNORUPHMMPTCDEIJAH00633342,1,Secundaria incompleta,Yerno/Nuera,Varon,27,unido?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,15,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,15000
TQRMNORUPHMMPTCDEIJAH00633342,1,Primaria completa,Jefe/a,Varon,49,casado?,...estatal,Obrero o empleado,Ocupado pleno,44,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,45000
TQRMNOSYQHKKRRCDEIJAH00659195,1,Superior universitaria completa,Jefe/a,Mujer,40,casado?,...privada,Obrero o empleado,Ocupado pleno,14,Ocupaciones de la salud y sanidad,Profesionales,20000
TQRMNOSYQHKKRRCDEIJAH00659195,1,Superior universitaria completa,Conyuge / Pareja,Mujer,43,casado?,...privada,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la educación,Técnicos,-9
TQRMNOQUPHMONMCDEIJAH00639466,1,Primaria completa,Jefe/a,Varon,49,unido?,...privada,Obrero o empleado,Sobreocupado,72,Ocupaciones del transporte,Operativos,100000
TQRMNOTWTHKMSTCDEIJAH00655908,1,Superior universitaria completa,Jefe/a,Mujer,70,viudo/a?,...privada,Cuenta propia,Ocupado pleno,12,Ocupaciones de la salud y sanidad,Técnicos,8000
TQRMNOTWTHKMSTCDEIJAH00655908,1,Primaria completa,Hijo/a Hijastro/a,Varon,46,unido?,...privada,Cuenta propia,Ocupado pleno,36,Ocupaciones de la producción industrial y artesanal,Operativos,15000
TQRMNOQSYHMMKNCDEIJAH00633314,1,Secundaria incompleta,Jefe/a,Varon,41,unido?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización indirecta,No calificados,-9
TQRMNOQTRHMMKNCDEIJAH00633466,1,Secundaria completa,Jefe/a,Mujer,49,unido?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,"Ocupaciones del corretaje comercial, venta domiciliaria, viajantes y promotores",Operativos,10000
TQRMNOQTRHMMKNCDEIJAH00633466,1,Secundaria completa,Conyuge / Pareja,Varon,44,unido?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones de la producción industrial y artesanal,Operativos,15000
TQRMNOQTRHMMKNCDEIJAH00633466,1,Secundaria completa,Hijo/a Hijastro/a,Varon,19,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,44,Ocupaciones de la producción industrial y artesanal,No calificados,26000
TQRMNOTPPHMMKNCDEIJAH00633527,1,Secundaria incompleta,Conyuge / Pareja,Varon,36,unido?,...estatal,Obrero o empleado,Ocupado pleno,40,Ocupaciones del transporte,Operativos,30000
TQRMNOQUTHMMTRCDEIJAH00633233,1,Superior universitaria completa,Jefe/a,Mujer,57,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la salud y sanidad,Técnicos,0
TQRMNOPPTHMMKOCDEIJAH00633756,1,Secundaria incompleta,Jefe/a,Varon,49,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,15,Ocupaciones del transporte,Operativos,25000
TQRMNOQTYHMMKOCDEIJAH00655951,1,Secundaria completa,Jefe/a,Varon,34,unido?,...estatal,Obrero o empleado,Ocupado pleno,40,Ocupaciones del transporte,Operativos,36000
TQRMNOQTYHMMKOCDEIJAH00655951,1,Superior universitaria completa,Conyuge / Pareja,Mujer,33,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la salud y sanidad,Técnicos,35000
TQRMNOSPSHMMMUCDEIJAH00633773,1,Secundaria completa,Conyuge / Pareja,Varon,33,unido?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones del transporte,Operativos,45000
TQRMNOSTPHMMMUCDEIJAH00639199,1,Secundaria incompleta,Jefe/a,Varon,46,separado/a o divorsiado/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,12,Ocupaciones de la producción industrial y artesanal,Operativos,10500
TQSMNOSTPHMMMUCDEIJAH00633915,1,Superior universitaria incompleta,Jefe/a,Varon,27,casado?,...privada,Cuenta propia,Sobreocupado,84,Ocupaciones de la producción industrial y artesanal,Operativos,20000
TQSMNOSTPHMMMUCDEIJAH00633915,1,Primaria incompleta (incluye educacion especial),Conyuge / Pareja,Mujer,23,casado?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,9,Ocupaciones de servicios de limpieza no domésticos,No calificados,6000
TQRMNOPXTHLMNSCDEIJAH00639352,1,Secundaria completa,Hijo/a Hijastro/a,Varon,29,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la producción de software,Técnicos,-9
TQRMNORXRHLMNSCDEIJAH00639027,1,Secundaria completa,Jefe/a,Varon,35,casado?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización indirecta,No calificados,26000
TQRMNOPSTHMOLNCDEIJAH00633844,1,Secundaria completa,Conyuge / Pareja,Varon,38,unido?,...privada,Obrero o empleado,Ocupado pleno,10,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Técnicos,40000
TQRMNOPUSHLMLMCDEIJAH00639137,1,Secundaria incompleta,Jefe/a,Varon,30,unido?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones del almacenaje de insumos, materias primas, mercaderías e instrumentos",No calificados,30000
TQRMNOPRTHLOLNCDEIJAH00645241,1,Superior universitaria completa,Jefe/a,Mujer,47,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,45,Directivos de grandes empresas privadas productoras de bienes y servicios,Profesionales,100000
TQRMNOQQWHLOLNCDEIJAH00659208,1,Superior universitaria incompleta,Jefe/a,Mujer,45,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,Operativos,28000
TQRMNOQRVHMOQRCDEIJAH00633586,1,Secundaria completa,Hijo/a Hijastro/a,Varon,32,separado/a o divorsiado/a?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la producción industrial y artesanal,Operativos,-9
TQRMNOVUYHMORQCDEIJAH00656428,1,Secundaria completa,Jefe/a,Varon,45,unido?,...privada,Obrero o empleado,Ocupado pleno,24,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,80000
TQRMNORVTHLORPCDEIJAH00639233,1,Superior universitaria completa,Jefe/a,Mujer,46,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,36,Ocupaciones de la salud y sanidad,Técnicos,31000
TQRMNORVVHLORPCDEIJAH00638902,1,Primaria completa,Jefe/a,Varon,34,unido?,...privada,Cuenta propia,Ocupado pleno,30,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,35000
TQRMNORXTHMLRTCDEIJAH00655909,1,Superior universitaria completa,Jefe/a,Varon,52,unido?,...estatal,Obrero o empleado,Ocupado pleno,32,"Directivos de organismos, empresas e instituciones estatales",Profesionales,-9
TQRMNORXTHMLRTCDEIJAH00655909,1,Superior universitaria completa,Conyuge / Pareja,Mujer,51,unido?,...estatal,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la educación,Técnicos,-9
TQRMNORXWHMLRTCDEIJAH00633833,2,Superior universitaria completa,Jefe/a,Mujer,28,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,32,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Técnicos,-9
TQRMNOQYTHMNKTCDEHPJB00632369,1,Secundaria completa,Jefe/a,Mujer,42,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,10,Ocupaciones del cuidado y la atención de personas,No calificados,8000
TQRMNOSYYHMNKTCDEHPJB00632348,1,Secundaria incompleta,Jefe/a,Varon,52,casado?,...privada,Cuenta propia,Ocupado pleno,24,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,6000
TQRMNOQYWHLOKPCDEHPJB00638232,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,29,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,12,Ocupaciones del cuidado y la atención de personas,No calificados,0
TQRMNORPVHLOKPCDEHPJB00638180,1,Primaria completa,Jefe/a,Varon,35,unido?,...privada,Cuenta propia,Ocupado pleno,30,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,0
TQRMNORWSHMKKTCDEIGED00632480,1,Superior universitaria incompleta,Nietro/a,Varon,25,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,20,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,3000
TQRMNOPYVHLMKSCDEIGED00638310,1,Superior universitaria completa,Jefe/a,Mujer,33,separado/a o divorsiado/a?,...estatal,Obrero o empleado,Ocupado pleno,30,Ocupaciones de la gestión jurídico-legal,Profesionales,55000
TQRMNOQVYHLMKSCDEIGED00638261,1,Superior universitaria completa,Jefe/a,Varon,55,casado?,...estatal,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la educación,Técnicos,35000
TQRMNOQVYHLMKSCDEIGED00638261,1,Superior universitaria completa,Conyuge / Pareja,Mujer,56,casado?,...privada,Cuenta propia,Ocupado pleno,40,"Ocupaciones de la gestión presupuestaria, contable y financiera",Profesionales,90000
TQRMNOSQQHLLKTCDEIGED00638262,1,Superior universitaria completa,Jefe/a,Mujer,48,casado?,...estatal,Obrero o empleado,Ocupado pleno,15,Ocupaciones de la educación,Técnicos,-9
TQRMNOSQQHLLKTCDEIGED00638262,1,Superior universitaria incompleta,Conyuge / Pareja,Varon,53,casado?,...privada,Cuenta propia,Ocupado pleno,40,Ocupaciones de la producción agrícola,Operativos,-9
TQRMNORUPHJNKQCDEIGED00659166,1,Primaria completa,Hijo/a Hijastro/a,Varon,39,unido?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,24,Ocupaciones de los servicios sociales varios,Operativos,5000
TQRMNORUPHJNKQCDEIGED00659166,1,Secundaria incompleta,Nietro/a,Varon,21,unido?,...privada,Cuenta propia,Ocupado pleno,24,Ocupaciones de servicios de limpieza no domésticos,No calificados,5000
TQRMNOPUXHKNKPCDEIGED00655450,1,Secundaria completa,Jefe/a,Varon,26,unido?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,24,Ocupaciones de la comercialización directa,Operativos,15000
TQRMNOPUXHKNKPCDEIGED00655450,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,25,unido?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,24,Ocupaciones de la comercialización directa,Operativos,15000
TQRMNORRYHMMKPCDEIHJF00632709,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,32,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,45,Ocupaciones de la producción industrial y artesanal,Operativos,52000
TQRMNOPVVHMMKPCDEIHJF00632740,1,Secundaria completa,Jefe/a,Varon,47,casado?,...privada,Cuenta propia,Sobreocupado,56,Ocupaciones del transporte,Operativos,30000
TQRMNOSXPHLOKNCDEIHJF00638463,1,Superior universitaria completa,Jefe/a,Mujer,28,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la educación,Técnicos,10000
TQRMNOSXPHLOKNCDEIHJF00638463,1,Superior universitaria incompleta,Conyuge / Pareja,Varon,32,unido?,...privada,Obrero o empleado,Sobreocupado,48,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,30000
TQRMNOPYPHMOKRCDEIHJF00632695,1,Secundaria incompleta,Hijo/a Hijastro/a,Mujer,36,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,20,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,25000
TQRMNOTUTHLOKSCDEIHJF00638452,2,Secundaria completa,Jefe/a,Varon,48,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,25,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,30000
TQRMNOTUXHLOKSCDEIHJF00638391,1,Secundaria completa,Jefe/a,Mujer,34,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,30,Ocupaciones de la producción industrial y artesanal,Operativos,35000
TQRMNOPWRHMMKTCDEIHJF00632683,1,Primaria completa,Jefe/a,Varon,56,casado?,...privada,Obrero o empleado,Sobreocupado,72,Ocupaciones del transporte,Operativos,85000
TQRMNORQRHLLNLCDEIIAD00638531,1,Superior universitaria incompleta,Jefe/a,Varon,72,casado?,...privada,Cuenta propia,Ocupado pleno,40,Ocupaciones del transporte,Operativos,35000
TQRMNORXPHLMKOCDEIIAD00638763,1,Secundaria incompleta,Jefe/a,Varon,42,soltero/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,6,Ocupaciones de la educación,Técnicos,-9
TQRMNOSRPHLLKPCDEIIAD00638475,1,Superior universitaria completa,Jefe/a,Mujer,54,unido?,...estatal,Obrero o empleado,Sobreocupado,25,Ocupaciones de la educación,Operativos,40000
TQRMNOSRSHLLKPCDEIIAD00638476,1,Superior universitaria completa,Jefe/a,Mujer,35,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la educación,Técnicos,20000
TQRMNOSRSHLLKPCDEIIAD00638476,1,Superior universitaria completa,Hermano/a,Varon,34,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,20,Ns.Nc,falta informacion,20000
TQRMNOSRSHLLKPCDEIIAD00638476,1,Superior universitaria completa,Hermano/a,Mujer,25,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,20,Ns.Nc,falta informacion,21000
TQRMNORYUHKOKOCDEIIAD00655699,1,Superior universitaria incompleta,Jefe/a,Mujer,34,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,34000
TQRMNOPSWHMNLTCDEIIAD00655801,1,Superior universitaria completa,Jefe/a,Varon,61,casado?,...estatal,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la investigación,Profesionales,70000
TQRMNORTQHMNLTCDEIIAD00632912,1,Superior universitaria completa,Jefe/a,Varon,38,unido?,...privada,Obrero o empleado,Sobreocupado,45,Ns.Nc,Técnicos,75000
TQRMNORTQHMNLTCDEIIAD00632912,1,Superior universitaria completa,Conyuge / Pareja,Mujer,42,unido?,...privada,Obrero o empleado,Ocupado pleno,45,Ocupaciones de la producción industrial y artesanal,Profesionales,150000
TQRMNOSPSHMMLUCDEIIAD00632930,1,Superior universitaria completa,Jefe/a,Mujer,45,unido?,...estatal,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la salud y sanidad,Técnicos,42000
TQRMNOSPSHMMLUCDEIIAD00632930,1,Superior universitaria incompleta,Conyuge / Pareja,Varon,56,unido?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la comunicación de masas,Técnicos,46000
TQRMNOPRPHLMKOCDEIIAD00638603,1,Superior universitaria incompleta,Conyuge / Pareja,Varon,62,casado?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,19,Ocupaciones de la comunicación de masas,Técnicos,50000
TQRMNOSQYHLLKPCDEIIAD00638542,1,Superior universitaria completa,Jefe/a,Mujer,44,unido?,...privada,Cuenta propia,Sobreocupado,50,Ocupaciones de la producción industrial y artesanal,Técnicos,28000
TQRMNOSQYHLLKPCDEIIAD00638542,1,Superior universitaria completa,Conyuge / Pareja,Varon,53,unido?,...privada,Cuenta propia,Sobreocupado,50,Ocupaciones de la asesoria y la consultaría,Técnicos,80000
TQRMNORUYHKMLRCDEIIAD00655736,1,Superior universitaria completa,Jefe/a,Mujer,32,casado?,...estatal,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la investigación,Profesionales,100000
TQRMNORUYHKMLRCDEIIAD00655736,1,Superior universitaria completa,Conyuge / Pareja,Varon,35,casado?,...privada,Obrero o empleado,Ocupado pleno,45,"Ocupaciones de la instalación y mantenimiento de maquinaria, equipos y sistemas",Técnicos,38000
TQRMNOPVWHLLMLCDEIIAD00638560,1,Superior universitaria completa,Jefe/a,Mujer,56,soltero/a?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la salud y sanidad,Profesionales,45000
TQRMNOPWWHLLMLCDEIIAD00638698,1,Superior universitaria completa,Jefe/a,Varon,54,unido?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,80000
TQRMNOSTTHLLMLCDEIIAD00638536,1,Superior universitaria completa,Jefe/a,Mujer,38,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión presupuestaria, contable y financiera",Profesionales,69500
TQRMNOSTUHLLMLCDEIIAD00638537,1,Secundaria completa,Jefe/a,Varon,48,casado?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de los servicios de vigilancia y seguridad civil,No calificados,-9
TQRMNOPTVHMKLPCDEIIAD00632999,1,Superior universitaria incompleta,Jefe/a,Varon,41,soltero/a?,...privada,Cuenta propia,Ocupado pleno,40,Ocupaciones de la producción de software,Técnicos,50000
TQRMNOPTWHMKLPCDEIIAD00632943,1,Secundaria completa,Jefe/a,Varon,35,unido?,...privada,Obrero o empleado,Ocupado pleno,35,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,-9
TQRMNOPTWHMKLPCDEIIAD00632943,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,36,unido?,...privada,Obrero o empleado,Ocupado pleno,45,Ocupaciones de la comercialización directa,Operativos,40000
TQRMNOPSRHLOORCDEIJAH00639500,1,Secundaria completa,Jefe/a,Mujer,45,separado/a o divorsiado/a?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ns.Nc,otro,8000
TQRMNOPSRHLOORCDEIJAH00639500,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,27,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones del almacenaje de insumos, materias primas, mercaderías e instrumentos",Operativos,12000
